BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Surge                                                           
LXCat0.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        0.000    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.1000E-05
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-04
Maximum # of iterations                    1000.    
Mole fraction Surge                        1.000    
 
 
E/N (Td)    	Electric field / N (Td)                                         
0.1000	0.1000
0.1009	0.1009
0.1019	0.1019
0.1028	0.1028
0.1038	0.1038
0.1047	0.1047
0.1057	0.1057
0.1067	0.1067
0.1077	0.1077
0.1087	0.1087
0.1097	0.1097
0.1107	0.1107
0.1117	0.1117
0.1127	0.1127
0.1138	0.1138
0.1148	0.1148
0.1159	0.1159
0.1170	0.1170
0.1181	0.1181
0.1191	0.1191
0.1202	0.1202
0.1214	0.1214
0.1225	0.1225
0.1236	0.1236
0.1248	0.1248
0.1259	0.1259
0.1271	0.1271
0.1283	0.1283
0.1295	0.1295
0.1307	0.1307
0.1319	0.1319
0.1331	0.1331
0.1343	0.1343
0.1356	0.1356
0.1368	0.1368
0.1381	0.1381
0.1394	0.1394
0.1407	0.1407
0.1420	0.1420
0.1433	0.1433
0.1446	0.1446
0.1459	0.1459
0.1473	0.1473
0.1487	0.1487
0.1500	0.1500
0.1514	0.1514
0.1528	0.1528
0.1542	0.1542
0.1557	0.1557
0.1571	0.1571
0.1586	0.1586
0.1600	0.1600
0.1615	0.1615
0.1630	0.1630
0.1645	0.1645
0.1660	0.1660
0.1676	0.1676
0.1691	0.1691
0.1707	0.1707
0.1723	0.1723
0.1739	0.1739
0.1755	0.1755
0.1771	0.1771
0.1788	0.1788
0.1804	0.1804
0.1821	0.1821
0.1838	0.1838
0.1855	0.1855
0.1872	0.1872
0.1889	0.1889
0.1907	0.1907
0.1924	0.1924
0.1942	0.1942
0.1960	0.1960
0.1978	0.1978
0.1997	0.1997
0.2015	0.2015
0.2034	0.2034
0.2053	0.2053
0.2072	0.2072
0.2091	0.2091
0.2110	0.2110
0.2130	0.2130
0.2149	0.2149
0.2169	0.2169
0.2189	0.2189
0.2210	0.2210
0.2230	0.2230
0.2251	0.2251
0.2272	0.2272
0.2293	0.2293
0.2314	0.2314
0.2335	0.2335
0.2357	0.2357
0.2379	0.2379
0.2401	0.2401
0.2423	0.2423
0.2446	0.2446
0.2468	0.2468
0.2491	0.2491
0.2514	0.2514
0.2537	0.2537
0.2561	0.2561
0.2585	0.2585
0.2609	0.2609
0.2633	0.2633
0.2657	0.2657
0.2682	0.2682
0.2707	0.2707
0.2732	0.2732
0.2757	0.2757
0.2783	0.2783
0.2808	0.2808
0.2834	0.2834
0.2861	0.2861
0.2887	0.2887
0.2914	0.2914
0.2941	0.2941
0.2968	0.2968
0.2996	0.2996
0.3023	0.3023
0.3051	0.3051
0.3080	0.3080
0.3108	0.3108
0.3137	0.3137
0.3166	0.3166
0.3195	0.3195
0.3225	0.3225
0.3255	0.3255
0.3285	0.3285
0.3315	0.3315
0.3346	0.3346
0.3377	0.3377
0.3408	0.3408
0.3440	0.3440
0.3472	0.3472
0.3504	0.3504
0.3536	0.3536
0.3569	0.3569
0.3602	0.3602
0.3635	0.3635
0.3669	0.3669
0.3703	0.3703
0.3737	0.3737
0.3772	0.3772
0.3807	0.3807
0.3842	0.3842
0.3878	0.3878
0.3914	0.3914
0.3950	0.3950
0.3987	0.3987
0.4024	0.4024
0.4061	0.4061
0.4098	0.4098
0.4136	0.4136
0.4175	0.4175
0.4213	0.4213
0.4252	0.4252
0.4292	0.4292
0.4331	0.4331
0.4372	0.4372
0.4412	0.4412
0.4453	0.4453
0.4494	0.4494
0.4536	0.4536
0.4578	0.4578
0.4620	0.4620
0.4663	0.4663
0.4706	0.4706
0.4750	0.4750
0.4794	0.4794
0.4838	0.4838
0.4883	0.4883
0.4928	0.4928
0.4974	0.4974
0.5020	0.5020
0.5066	0.5066
0.5113	0.5113
0.5161	0.5161
0.5209	0.5209
0.5257	0.5257
0.5305	0.5305
0.5355	0.5355
0.5404	0.5404
0.5454	0.5454
0.5505	0.5505
0.5556	0.5556
0.5607	0.5607
0.5659	0.5659
0.5712	0.5712
0.5764	0.5764
0.5818	0.5818
0.5872	0.5872
0.5926	0.5926
0.5981	0.5981
0.6036	0.6036
0.6092	0.6092
0.6149	0.6149
0.6206	0.6206
0.6263	0.6263
0.6321	0.6321
0.6380	0.6380
0.6439	0.6439
0.6498	0.6498
0.6559	0.6559
0.6619	0.6619
0.6681	0.6681
0.6743	0.6743
0.6805	0.6805
0.6868	0.6868
0.6932	0.6932
0.6996	0.6996
0.7061	0.7061
0.7126	0.7126
0.7192	0.7192
0.7259	0.7259
0.7326	0.7326
0.7394	0.7394
0.7462	0.7462
0.7531	0.7531
0.7601	0.7601
0.7672	0.7672
0.7743	0.7743
0.7814	0.7814
0.7887	0.7887
0.7960	0.7960
0.8034	0.8034
0.8108	0.8108
0.8183	0.8183
0.8259	0.8259
0.8335	0.8335
0.8412	0.8412
0.8490	0.8490
0.8569	0.8569
0.8648	0.8648
0.8729	0.8729
0.8809	0.8809
0.8891	0.8891
0.8973	0.8973
0.9056	0.9056
0.9140	0.9140
0.9225	0.9225
0.9310	0.9310
0.9397	0.9397
0.9484	0.9484
0.9572	0.9572
0.9660	0.9660
0.9750	0.9750
0.9840	0.9840
0.9931	0.9931
1.002	1.002
1.012	1.012
1.021	1.021
1.030	1.030
1.040	1.040
1.050	1.050
1.059	1.059
1.069	1.069
1.079	1.079
1.089	1.089
1.099	1.099
1.109	1.109
1.120	1.120
1.130	1.130
1.140	1.140
1.151	1.151
1.162	1.162
1.172	1.172
1.183	1.183
1.194	1.194
1.205	1.205
1.216	1.216
1.228	1.228
1.239	1.239
1.251	1.251
1.262	1.262
1.274	1.274
1.286	1.286
1.298	1.298
1.310	1.310
1.322	1.322
1.334	1.334
1.346	1.346
1.359	1.359
1.371	1.371
1.384	1.384
1.397	1.397
1.410	1.410
1.423	1.423
1.436	1.436
1.449	1.449
1.463	1.463
1.476	1.476
1.490	1.490
1.504	1.504
1.518	1.518
1.532	1.532
1.546	1.546
1.560	1.560
1.575	1.575
1.589	1.589
1.604	1.604
1.619	1.619
1.634	1.634
1.649	1.649
1.664	1.664
1.680	1.680
1.695	1.695
1.711	1.711
1.727	1.727
1.743	1.743
1.759	1.759
1.775	1.775
1.792	1.792
1.808	1.808
1.825	1.825
1.842	1.842
1.859	1.859
1.876	1.876
1.894	1.894
1.911	1.911
1.929	1.929
1.947	1.947
1.965	1.965
1.983	1.983
2.001	2.001
2.020	2.020
2.038	2.038
2.057	2.057
2.076	2.076
2.096	2.096
2.115	2.115
2.135	2.135
2.154	2.154
2.174	2.174
2.195	2.195
2.215	2.215
2.235	2.235
2.256	2.256
2.277	2.277
2.298	2.298
2.319	2.319
2.341	2.341
2.363	2.363
2.384	2.384
2.406	2.406
2.429	2.429
2.451	2.451
2.474	2.474
2.497	2.497
2.520	2.520
2.543	2.543
2.567	2.567
2.591	2.591
2.615	2.615
2.639	2.639
2.663	2.663
2.688	2.688
2.713	2.713
2.738	2.738
2.763	2.763
2.789	2.789
2.815	2.815
2.841	2.841
2.867	2.867
2.894	2.894
2.921	2.921
2.948	2.948
2.975	2.975
3.002	3.002
3.030	3.030
3.058	3.058
3.087	3.087
3.115	3.115
3.144	3.144
3.173	3.173
3.203	3.203
3.232	3.232
3.262	3.262
3.292	3.292
3.323	3.323
3.354	3.354
3.385	3.385
3.416	3.416
3.448	3.448
3.480	3.480
3.512	3.512
3.544	3.544
3.577	3.577
3.610	3.610
