4.623400000000000176e+00,6.884499999999999176e+00
4.721400000000000041e+00,7.070599999999999774e+00
4.820999999999999730e+00,7.260000000000000675e+00
4.922399999999999665e+00,7.452600000000000335e+00
5.025599999999999845e+00,7.651200000000000223e+00
5.130600000000000271e+00,7.861099999999999532e+00
5.237300000000000288e+00,8.074699999999999989e+00
5.346000000000000085e+00,8.291999999999999815e+00
5.456500000000000128e+00,8.513099999999999667e+00
5.568999999999999950e+00,8.737999999999999545e+00
5.683399999999999785e+00,8.966899999999998983e+00
5.799900000000000055e+00,9.199699999999999989e+00
5.918300000000000338e+00,9.436600000000000321e+00
6.038800000000000168e+00,9.673799999999999955e+00
6.161400000000000432e+00,9.906699999999998951e+00
6.286200000000000010e+00,1.014400000000000013e+01
6.413100000000000023e+00,1.038499999999999979e+01
6.542200000000000237e+00,1.063000000000000078e+01
6.673600000000000421e+00,1.088000000000000078e+01
6.807299999999999685e+00,1.113400000000000034e+01
6.943299999999999805e+00,1.139200000000000124e+01
7.081599999999999895e+00,1.163099999999999845e+01
7.365700000000000358e+00,1.208499999999999908e+01
7.659600000000000186e+00,1.255499999999999972e+01
7.964000000000000412e+00,1.304199999999999982e+01
8.278999999999999915e+00,1.354599999999999937e+01
8.605100000000000193e+00,1.406799999999999962e+01
8.942600000000000549e+00,1.460800000000000054e+01
9.291999999999999815e+00,1.513800000000000168e+01
9.653700000000000614e+00,1.568100000000000094e+01
1.002800000000000047e+01,1.621699999999999875e+01
1.061400000000000077e+01,1.656899999999999906e+01
1.256799999999999962e+01,1.620299999999999940e+01
1.304400000000000048e+01,1.586500000000000021e+01
1.353800000000000026e+01,1.547000000000000064e+01
1.404899999999999949e+01,1.505599999999999916e+01
1.457799999999999940e+01,1.458000000000000007e+01
1.512500000000000000e+01,1.408699999999999974e+01
1.569200000000000017e+01,1.357699999999999996e+01
1.627799999999999869e+01,1.305000000000000071e+01
1.657900000000000063e+01,1.277899999999999991e+01
1.688500000000000156e+01,1.250300000000000011e+01
1.719699999999999918e+01,1.222300000000000075e+01
1.751399999999999935e+01,1.193699999999999939e+01
1.783599999999999852e+01,1.164700000000000024e+01
1.816499999999999915e+01,1.137700000000000067e+01
1.849800000000000111e+01,1.112599999999999945e+01
1.883800000000000097e+01,1.087100000000000044e+01
1.918400000000000105e+01,1.061200000000000010e+01
1.953500000000000014e+01,1.034900000000000020e+01
1.989300000000000068e+01,1.008000000000000007e+01
2.062699999999999889e+01,9.717800000000000438e+00
2.138700000000000045e+01,9.375799999999999912e+00
2.217399999999999949e+01,9.021700000000000941e+00
2.257799999999999940e+01,8.840099999999999625e+00
2.298799999999999955e+01,8.655300000000000438e+00
2.340599999999999881e+01,8.467200000000000060e+00
2.383099999999999952e+01,8.275900000000000034e+00
2.426399999999999935e+01,8.081299999999998818e+00
2.470400000000000063e+01,7.883200000000000429e+00
2.515200000000000102e+01,7.704500000000000348e+00
2.607100000000000151e+01,7.428799999999999848e+00
2.702199999999999847e+01,7.143399999999999750e+00
2.751000000000000156e+01,6.996900000000000119e+00
2.800700000000000145e+01,6.847999999999999865e+00
2.851200000000000045e+01,6.696399999999999686e+00
2.902599999999999980e+01,6.542099999999999582e+00
2.954899999999999949e+01,6.385200000000000209e+00
3.008099999999999952e+01,6.235399999999999388e+00
3.117399999999999949e+01,6.038699999999999513e+00
3.230400000000000205e+01,5.835199999999999498e+00
3.347500000000000142e+01,5.624600000000000044e+00
3.468599999999999994e+01,5.406500000000000306e+00
3.530799999999999983e+01,5.294599999999999973e+00
3.593999999999999773e+01,5.180799999999999628e+00
3.658400000000000318e+01,5.064900000000000624e+00
3.723799999999999955e+01,4.947099999999999831e+00
3.790500000000000114e+01,4.827199999999999491e+00
3.858200000000000074e+01,4.705200000000000493e+00
3.927199999999999847e+01,4.581100000000000172e+00
3.997299999999999898e+01,4.454799999999999649e+00
4.141299999999999670e+01,4.315800000000000303e+00
4.290400000000000347e+01,4.174199999999999910e+00
4.444599999999999795e+01,4.027599999999999625e+00
4.604399999999999693e+01,3.875899999999999679e+00
4.686299999999999955e+01,3.798000000000000043e+00
4.769700000000000273e+01,3.718799999999999883e+00
4.854500000000000171e+01,3.638199999999999878e+00
4.940800000000000125e+01,3.556200000000000028e+00
5.028600000000000136e+01,3.479999999999999982e+00
5.208800000000000097e+01,3.353800000000000114e+00
5.395400000000000063e+01,3.223199999999999843e+00
5.491100000000000136e+01,3.156199999999999672e+00
5.588499999999999801e+01,3.087999999999999634e+00
5.687599999999999767e+01,3.018699999999999939e+00
5.788400000000000034e+01,2.948099999999999721e+00
5.890999999999999659e+01,2.876300000000000079e+00
5.995400000000000063e+01,2.803199999999999914e+00
6.101500000000000057e+01,2.744100000000000428e+00
6.209599999999999653e+01,2.684699999999999864e+00
6.319500000000000028e+01,2.624299999999999855e+00
6.431300000000000239e+01,2.562800000000000189e+00
6.545099999999999341e+01,2.500199999999999978e+00
6.660800000000000409e+01,2.436500000000000110e+00
6.778600000000000136e+01,2.371799999999999908e+00
6.898399999999999466e+01,2.305900000000000283e+00
7.020300000000000296e+01,2.244899999999999896e+00
7.270600000000000307e+01,2.182399999999999896e+00
7.529600000000000648e+01,2.117599999999999927e+00
7.797700000000000387e+01,2.050599999999999756e+00
8.075199999999999534e+01,1.977400000000000047e+00
8.217600000000000193e+01,1.934700000000000086e+00
8.362500000000000000e+01,1.891199999999999992e+00
8.509900000000000375e+01,1.846999999999999975e+00
8.659900000000000375e+01,1.802000000000000046e+00
8.812500000000000000e+01,1.756199999999999983e+00
8.967799999999999727e+01,1.709699999999999998e+00
9.125700000000000500e+01,1.674900000000000055e+00
9.449899999999999523e+01,1.609999999999999876e+00
9.616299999999999670e+01,1.576699999999999990e+00
9.785500000000000398e+01,1.542900000000000160e+00
9.957699999999999818e+01,1.508499999999999952e+00
1.031099999999999994e+02,1.465100000000000069e+00
1.067699999999999960e+02,1.424199999999999910e+00
1.105600000000000023e+02,1.381800000000000139e+00
1.144800000000000040e+02,1.337799999999999878e+00
1.185400000000000063e+02,1.292399999999999993e+00
1.227399999999999949e+02,1.245300000000000074e+00
1.270900000000000034e+02,1.201600000000000001e+00
1.315900000000000034e+02,1.161999999999999922e+00
1.362500000000000000e+02,1.120999999999999996e+00
1.410699999999999932e+02,1.078600000000000003e+00
1.435399999999999920e+02,1.056799999999999962e+00
1.460600000000000023e+02,1.034699999999999953e+00
1.486200000000000045e+02,1.012100000000000000e+00
1.538799999999999955e+02,9.829200000000000159e-01
1.593199999999999932e+02,9.589699999999999891e-01
1.649600000000000080e+02,9.341800000000001214e-01
1.707899999999999920e+02,9.085199999999999942e-01
1.768300000000000125e+02,8.819599999999999662e-01
1.830800000000000125e+02,8.544599999999999973e-01
1.895500000000000114e+02,8.260000000000000675e-01
1.962400000000000091e+02,7.965299999999999603e-01
2.031699999999999875e+02,7.711099999999999621e-01
2.103499999999999943e+02,7.510200000000000209e-01
2.177800000000000011e+02,7.302300000000000457e-01
2.254600000000000080e+02,7.086999999999998856e-01
2.334199999999999875e+02,6.864200000000000301e-01
2.416599999999999966e+02,6.633499999999999952e-01
2.545600000000000023e+02,6.317800000000000082e-01
2.681499999999999773e+02,6.073199999999999710e-01
2.824700000000000273e+02,5.815599999999999659e-01
2.975400000000000205e+02,5.544299999999999784e-01
3.134100000000000250e+02,5.312200000000000255e-01
3.301299999999999955e+02,5.078200000000000491e-01
3.477400000000000091e+02,4.831699999999999884e-01
3.662799999999999727e+02,4.637200000000000211e-01
3.858100000000000023e+02,4.441900000000000293e-01
4.063799999999999955e+02,4.252100000000000324e-01
4.355199999999999818e+02,4.033600000000000518e-01
4.587300000000000182e+02,3.859500000000000153e-01
4.831700000000000159e+02,3.676200000000000023e-01
5.089200000000000159e+02,3.500999999999999668e-01
5.360299999999999727e+02,3.351799999999999780e-01
5.645900000000000318e+02,3.194799999999999862e-01
5.946599999999999682e+02,3.029399999999999871e-01
6.263400000000000318e+02,2.894700000000000051e-01
6.596900000000000546e+02,2.761199999999999766e-01
6.948200000000000500e+02,2.620700000000000252e-01
7.318200000000000500e+02,2.472699999999999898e-01
7.575800000000000409e+02,2.369699999999999862e-01
7.842400000000000091e+02,2.263099999999999834e-01
8.118300000000000409e+02,2.164500000000000035e-01
8.403999999999999773e+02,2.078799999999999815e-01
8.699600000000000364e+02,1.990099999999999925e-01
9.005700000000000500e+02,1.898300000000000265e-01
9.322500000000000000e+02,1.803200000000000081e-01
9.650499999999999545e+02,1.704799999999999927e-01
