0.000000000000000000e+00,6.298399999999999999e+00
1.000000000000000021e-03,6.298399999999999999e+00
2.000000000000000042e-03,5.834999999999999964e+00
5.000000000000000104e-03,4.977500000000000036e+00
1.000000000000000021e-02,4.113000000000000433e+00
1.741900000000000046e-02,3.290599999999999969e+00
3.514199999999999963e-02,2.144899999999999807e+00
5.317399999999999904e-02,1.474099999999999966e+00
7.151899999999999924e-02,1.032599999999999962e+00
9.018400000000000027e-02,7.273199999999999665e-01
1.091700000000000031e-01,5.117000000000000437e-01
1.285000000000000031e-01,3.588999999999999968e-01
1.481500000000000039e-01,2.519099999999999673e-01
1.681499999999999939e-01,1.793199999999999794e-01
1.885000000000000009e-01,1.330699999999999938e-01
2.092100000000000071e-01,1.073000000000000065e-01
2.302700000000000025e-01,9.762899999999999356e-02
2.516999999999999793e-01,1.006999999999999978e-01
2.735000000000000209e-01,1.139000000000000012e-01
2.956900000000000084e-01,1.351699999999999846e-01
3.182599999999999874e-01,1.628900000000000070e-01
3.412200000000000233e-01,1.957400000000000251e-01
3.645800000000000152e-01,2.326700000000000157e-01
3.883499999999999730e-01,2.728200000000000069e-01
4.125400000000000178e-01,3.155200000000000227e-01
4.371399999999999730e-01,3.602099999999999747e-01
4.621799999999999797e-01,4.064500000000000335e-01
4.876499999999999724e-01,4.539100000000000357e-01
5.135600000000000165e-01,5.023100000000000342e-01
5.399300000000000210e-01,5.514599999999999502e-01
5.667499999999999760e-01,6.012300000000000422e-01
5.940400000000000125e-01,6.515299999999999425e-01
6.218099999999999739e-01,7.023300000000000098e-01
6.500599999999999712e-01,7.536300000000000221e-01
6.787999999999999590e-01,8.054600000000000648e-01
7.080499999999999572e-01,8.579000000000001069e-01
7.378000000000000114e-01,9.110500000000000265e-01
7.680700000000000305e-01,9.650300000000000544e-01
7.988699999999999690e-01,1.020000000000000018e+00
8.302100000000000035e-01,1.076200000000000045e+00
8.620900000000000230e-01,1.133700000000000152e+00
8.945199999999999818e-01,1.192799999999999860e+00
9.275200000000000111e-01,1.253700000000000037e+00
9.610999999999999543e-01,1.316799999999999971e+00
9.952600000000000335e-01,1.382100000000000106e+00
1.030000000000000027e+00,1.431599999999999984e+00
1.065399999999999903e+00,1.479100000000000081e+00
1.101399999999999935e+00,1.527499999999999858e+00
1.137999999999999901e+00,1.576699999999999990e+00
1.175200000000000022e+00,1.626700000000000035e+00
1.213100000000000067e+00,1.677000000000000046e+00
1.251600000000000046e+00,1.727100000000000080e+00
1.290899999999999936e+00,1.778100000000000014e+00
1.330799999999999983e+00,1.830000000000000071e+00
1.371399999999999952e+00,1.882800000000000029e+00
1.412700000000000067e+00,1.936500000000000110e+00
1.454700000000000104e+00,1.991100000000000092e+00
1.497500000000000053e+00,2.046699999999999964e+00
1.540999999999999925e+00,2.107399999999999718e+00
1.585199999999999942e+00,2.169299999999999784e+00
1.630300000000000082e+00,2.232399999999999718e+00
1.676099999999999923e+00,2.296499999999999986e+00
1.722699999999999898e+00,2.358000000000000096e+00
1.770100000000000007e+00,2.416500000000000092e+00
1.818400000000000016e+00,2.475999999999999979e+00
1.867499999999999938e+00,2.536599999999999966e+00
1.917399999999999993e+00,2.598199999999999843e+00
1.968199999999999950e+00,2.660800000000000054e+00
2.020000000000000018e+00,2.729099999999999859e+00
2.072599999999999998e+00,2.805899999999999839e+00
2.126100000000000101e+00,2.884100000000000108e+00
2.180499999999999883e+00,2.963600000000000012e+00
2.235899999999999999e+00,3.044499999999999762e+00
2.292300000000000004e+00,3.126800000000000246e+00
2.349699999999999900e+00,3.210500000000000131e+00
2.407999999999999918e+00,3.295700000000000074e+00
2.467400000000000038e+00,3.382399999999999629e+00
2.527800000000000047e+00,3.472800000000000331e+00
2.589199999999999946e+00,3.567400000000000126e+00
2.651699999999999946e+00,3.663699999999999957e+00
2.715399999999999814e+00,3.761599999999999611e+00
2.780100000000000016e+00,3.861300000000000399e+00
2.845899999999999874e+00,3.962700000000000333e+00
2.912900000000000045e+00,4.065900000000000070e+00
2.981100000000000083e+00,4.170899999999999608e+00
3.050399999999999778e+00,4.275599999999999845e+00
3.120999999999999996e+00,4.381499999999999950e+00
3.192800000000000082e+00,4.489099999999999646e+00
3.265800000000000036e+00,4.598700000000000010e+00
3.340100000000000069e+00,4.710199999999999498e+00
3.415700000000000180e+00,4.823599999999999888e+00
3.492599999999999927e+00,4.938900000000000290e+00
3.570899999999999963e+00,5.056300000000000239e+00
3.650500000000000078e+00,5.175799999999999734e+00
3.731500000000000039e+00,5.297299999999999898e+00
3.813899999999999846e+00,5.420899999999999608e+00
3.897800000000000153e+00,5.546700000000000408e+00
3.983099999999999863e+00,5.674700000000000522e+00
4.069899999999999629e+00,5.832800000000000651e+00
4.158199999999999896e+00,6.000600000000000378e+00
4.248099999999999987e+00,6.171299999999999564e+00
4.339500000000000135e+00,6.344999999999999751e+00
4.432500000000000107e+00,6.521799999999999820e+00
4.527099999999999902e+00,6.701600000000000001e+00
